State;Filed week ended;Continued Claims;Covered Employment
Nebraska;11/23/2019;2485;963465
Nebraska;11/30/2019;3354;963465
Nebraska;12/7/2019;3442;963465
Nebraska;12/14/2019;3099;963465
Nebraska;12/21/2019;3499;963465
Nebraska;12/28/2019;3745;963465
New Hampshire;1/5/2019;4744;647193
New Hampshire;1/12/2019;4644;648384
New Hampshire;01/19/2019;4694;648384
New Hampshire;01/26/2019;481;648384
New Hampshire;2/2/2019;4742;648384
New Hampshire;2/9/2019;4714;648384
New Hampshire;02/16/2019;469;648384
New Hampshire;02/23/2019;4601;648384
New Hampshire;3/2/2019;4636;648384
New Hampshire;3/9/2019;501;648384
New Hampshire;03/16/2019;4484;648384
New Hampshire;03/23/2019;424;648384
New Hampshire;03/30/2019;4284;648384
New Hampshire;4/6/2019;4098;648384
New Hampshire;04/13/2019;3853;649759
New Hampshire;04/20/2019;3651;649759
New Hampshire;04/27/2019;3613;649759
New Hampshire;5/4/2019;3901;649759
New Hampshire;5/11/2019;3287;649759
New Hampshire;05/18/2019;3178;649759
New Hampshire;05/25/2019;3097;649759
New Hampshire;6/1/2019;3026;649759
New Hampshire;6/8/2019;2979;649759
New Hampshire;06/15/2019;293;649759
New Hampshire;06/22/2019;2957;649759
New Hampshire;06/29/2019;3391;649759
New Hampshire;7/6/2019;3444;649759
New Hampshire;07/13/2019;3691;651104
New Hampshire;07/20/2019;3523;651104
New Hampshire;07/27/2019;3441;651104
New Hampshire;8/3/2019;3408;651104
New Hampshire;8/10/2019;3437;651104
New Hampshire;08/17/2019;3487;651104
New Hampshire;08/24/2019;3528;651104
New Hampshire;08/31/2019;344;651104
New Hampshire;9/7/2019;2951;651104
New Hampshire;09/14/2019;2785;651104
New Hampshire;09/21/2019;2654;651104
New Hampshire;09/28/2019;2665;651104
New Hampshire;10/5/2019;264;651104
New Hampshire;10/12/2019;2706;652934
New Hampshire;10/19/2019;2676;652934
New Hampshire;10/26/2019;2708;652934
New Hampshire;11/2/2019;2795;652934
New Hampshire;11/9/2019;2889;652934
New Hampshire;11/16/2019;2953;652934
New Hampshire;11/23/2019;3005;652934
New Hampshire;11/30/2019;3072;652934
New Hampshire;12/7/2019;3253;652934
New Hampshire;12/14/2019;3485;652934
New Hampshire;12/21/2019;3533;652934
New Hampshire;12/28/2019;3654;652934
New Jersey;1/5/2019;108647;3967985
New Jersey;1/12/2019;110669;3977393
New Jersey;01/19/2019;106096;3977393
New Jersey;01/26/2019;108219;3977393
New Jersey;2/2/2019;111749;3977393
New Jersey;2/9/2019;111536;3977393
New Jersey;02/16/2019;108663;3977393
New Jersey;02/23/2019;110184;3977393
New Jersey;3/2/2019;112183;3977393
New Jersey;3/9/2019;109482;3977393
New Jersey;03/16/2019;107328;3977393
New Jersey;03/23/2019;104241;3977211
New Jersey;03/30/2019;100024;3977211
New Jersey;4/6/2019;95817;3977211
New Jersey;04/13/2019;88763;3986641
New Jersey;04/20/2019;84194;3986641
New Jersey;04/27/2019;85786;3986641
New Jersey;5/4/2019;89666;3986641
New Jersey;5/11/2019;78725;3986579
New Jersey;05/18/2019;76577;3986579
New Jersey;05/25/2019;7582;3986579
New Jersey;6/1/2019;7588;3986579
New Jersey;6/8/2019;7671;3986579
New Jersey;06/15/2019;75278;3986579
New Jersey;06/22/2019;75852;3986579
New Jersey;06/29/2019;8009;3986579
New Jersey;7/6/2019;87044;3986579
New Jersey;07/13/2019;98783;3995886
New Jersey;07/20/2019;9756;3995886
New Jersey;07/27/2019;96801;3995886
New Jersey;8/3/2019;95886;3995886
New Jersey;8/10/2019;95093;3995886
New Jersey;08/17/2019;94922;3995886
New Jersey;08/24/2019;95509;3995886
New Jersey;08/31/2019;94789;3995886
New Jersey;9/7/2019;92978;3995886
New Jersey;09/14/2019;83934;3995886
New Jersey;09/21/2019;73417;3995886
New Jersey;09/28/2019;72053;3995886
New Jersey;10/5/2019;7166;3995886
New Jersey;10/12/2019;71529;3995886
New Jersey;10/19/2019;71216;4007202
New Jersey;10/26/2019;72947;4007202
New Jersey;11/2/2019;72909;4007202
New Jersey;11/9/2019;75018;4007202
New Jersey;11/16/2019;78801;4007202
New Jersey;11/23/2019;79682;4007202
New Jersey;11/30/2019;78017;4007202
New Jersey;12/7/2019;87903;4007202
New Jersey;12/14/2019;85764;4007202
New Jersey;12/21/2019;89206;4007202
New Jersey;12/28/2019;89248;4007202
New Mexico;1/5/2019;10067;783527
New Mexico;1/12/2019;10191;786155
New Mexico;01/19/2019;10096;786155
New Mexico;01/26/2019;10227;786155
New Mexico;2/2/2019;10337;786155
New Mexico;2/9/2019;10226;786155
New Mexico;02/16/2019;10009;786155
New Mexico;02/23/2019;10011;786155
New Mexico;3/2/2019;10033;786155
New Mexico;3/9/2019;9851;786155
New Mexico;03/16/2019;9622;786155
New Mexico;03/23/2019;954;786155
New Mexico;03/30/2019;9539;786155
New Mexico;4/6/2019;9393;786155
New Mexico;04/13/2019;9146;789407
New Mexico;04/20/2019;8908;789407
New Mexico;04/27/2019;8919;789407
New Mexico;5/4/2019;8903;789407
New Mexico;5/11/2019;874;789407
New Mexico;05/18/2019;8292;789407
New Mexico;05/25/2019;8256;789407
New Mexico;6/1/2019;8436;789407
New Mexico;6/8/2019;8982;789407
New Mexico;06/15/2019;8911;789407
New Mexico;06/22/2019;906;789407
New Mexico;06/29/2019;8946;789407
New Mexico;7/6/2019;8683;789407
New Mexico;07/13/2019;8839;793201
New Mexico;07/20/2019;8303;793201
New Mexico;07/27/2019;8832;793201
New Mexico;8/3/2019;8657;793201
New Mexico;8/10/2019;8614;793201
New Mexico;08/17/2019;8238;793201
New Mexico;08/24/2019;775;793201
New Mexico;08/31/2019;7512;793201
New Mexico;9/7/2019;7332;793201
New Mexico;09/14/2019;7466;793201
New Mexico;09/21/2019;7356;793201
New Mexico;09/28/2019;7455;793201
New Mexico;10/5/2019;7398;793201
New Mexico;10/12/2019;7606;796105
New Mexico;10/19/2019;7581;796105
New Mexico;10/26/2019;7724;796105
New Mexico;11/2/2019;7977;796105
New Mexico;11/9/2019;8205;796105
New Mexico;11/16/2019;8449;796105
New Mexico;11/23/2019;8653;796105
New Mexico;11/30/2019;8736;796105
New Mexico;12/7/2019;927;796105
New Mexico;12/14/2019;9115;796105
New Mexico;12/21/2019;9271;796105
New Mexico;12/28/2019;9232;796105
Nevada;1/5/2019;21591;1318120
Nevada;1/12/2019;20257;1328365
Nevada;01/19/2019;20106;1328365
Nevada;01/26/2019;2047;1328365
Nevada;2/2/2019;20368;1328365
Nevada;2/9/2019;20301;1328365
Nevada;02/16/2019;20397;1328365
Nevada;02/23/2019;20591;1328365
Nevada;3/2/2019;20177;1328365
Nevada;3/9/2019;20132;1328365
Nevada;03/16/2019;19588;1328365
Nevada;03/23/2019;19152;1328365
Nevada;03/30/2019;18779;1328365
Nevada;4/6/2019;18298;1328365
Nevada;04/13/2019;17451;1339717
Nevada;04/20/2019;17599;1339717
Nevada;04/27/2019;18529;1339717
Nevada;5/4/2019;18001;1339717
Nevada;5/11/2019;17317;1339717
Nevada;05/18/2019;1752;1339717
Nevada;05/25/2019;17044;1339717
Nevada;6/1/2019;17177;1339717
Nevada;6/8/2019;17419;1339717
Nevada;06/15/2019;17047;1339717
Nevada;06/22/2019;17595;1339717
Nevada;06/29/2019;17798;1339717
Nevada;7/6/2019;1763;1339717
Nevada;07/13/2019;18814;1351670
Nevada;07/20/2019;17909;1351670
Nevada;07/27/2019;17707;1351670
Nevada;8/3/2019;17475;1351670
Nevada;8/10/2019;17617;1351670
Nevada;08/17/2019;17108;1351670
Nevada;08/24/2019;16878;1351670
Nevada;08/31/2019;17388;1351670
Nevada;9/7/2019;17346;1351670
Nevada;09/14/2019;16914;1351670
Nevada;09/21/2019;16327;1351670
Nevada;09/28/2019;15872;1351670
Nevada;10/5/2019;15863;1351670
Nevada;10/12/2019;1628;1362256
Nevada;10/19/2019;16617;1362256
Nevada;10/26/2019;15743;1362256
Nevada;11/2/2019;16035;1362256
Nevada;11/9/2019;16014;1362256
Nevada;11/16/2019;16225;1362256
Nevada;11/23/2019;16915;1362256
Nevada;11/30/2019;17321;1362256
Nevada;12/7/2019;19086;1362256
Nevada;12/14/2019;18343;1362256
Nevada;12/21/2019;18971;1362256
Nevada;12/28/2019;19193;1362256
New York;1/5/2019;179871;9196527
New York;1/12/2019;172779;9238028
New York;01/19/2019;162688;9238028
New York;01/26/2019;161589;9238028
New York;2/2/2019;164866;9238028
New York;2/9/2019;165703;9238028
New York;02/16/2019;161687;9238028
New York;02/23/2019;160513;9238028
New York;3/2/2019;179076;9238028
New York;3/9/2019;158729;9238028
New York;03/16/2019;156976;9238028
New York;03/23/2019;152162;9238028
New York;03/30/2019;148017;9238028
New York;4/6/2019;140011;9238028
New York;04/13/2019;132624;9277188
New York;04/20/2019;126256;9277188
New York;04/27/2019;127605;9277188
New York;5/4/2019;137475;9277188
New York;5/11/2019;116125;9277188
New York;05/18/2019;113042;9277188
New York;05/25/2019;111749;9277188
New York;6/1/2019;112515;9277188
New York;6/8/2019;114145;9277188
New York;06/15/2019;112845;9277188
New York;06/22/2019;112721;9277188
New York;06/29/2019;113999;9277188
New York;7/6/2019;123808;9277188
New York;07/13/2019;142051;9315134
New York;07/20/2019;134096;9315134
New York;07/27/2019;132473;9315134
New York;8/3/2019;131904;9315134
New York;8/10/2019;131332;9315134
New York;08/17/2019;13121;9315134
New York;08/24/2019;134289;9315134
New York;08/31/2019;136816;9315134
New York;9/7/2019;132355;9315134
New York;09/14/2019;118808;9315134
New York;09/21/2019;104676;9315134
New York;09/28/2019;103396;9315134
New York;10/5/2019;103069;9315134
New York;10/12/2019;106343;9351620
New York;10/19/2019;105927;9351620
New York;10/26/2019;107489;9351620
New York;11/2/2019;108769;9351620
New York;11/9/2019;112245;9351620
New York;11/16/2019;116355;9351620
New York;11/23/2019;12392;9351620
New York;11/30/2019;122801;9351620
New York;12/7/2019;139319;9351620
New York;12/14/2019;136601;9351620
New York;12/21/2019;13872;9351620
New York;12/28/2019;141563;9351620
Ohio;1/5/2019;71682;5286309
Ohio;1/12/2019;73321;5297266
Ohio;01/19/2019;71428;5297266
Ohio;01/26/2019;74304;5297266
Ohio;2/2/2019;73045;5297266
Ohio;2/9/2019;74406;5297266
Ohio;02/16/2019;7236;5297266
Ohio;02/23/2019;71003;5297266
Ohio;3/2/2019;69933;5297266
Ohio;3/9/2019;6826;5297266
Ohio;03/16/2019;67386;5297266
Ohio;03/23/2019;65235;5297266
Ohio;03/30/2019;61777;5297266
Ohio;4/6/2019;5959;5297266
Ohio;04/13/2019;54941;5306159
Ohio;04/20/2019;51094;5306159
Ohio;04/27/2019;48356;5306159
Ohio;5/4/2019;46329;5306159
Ohio;5/11/2019;43492;5306159
Ohio;05/18/2019;42912;5306159
Ohio;05/25/2019;46293;5306159
Ohio;6/1/2019;4536;5306159
Ohio;6/8/2019;46748;5306159
Ohio;06/15/2019;45074;5306159
Ohio;06/22/2019;44625;5306159
Ohio;06/29/2019;45429;5306159
Ohio;7/6/2019;43946;5306159
Ohio;07/13/2019;4765;5317167
Ohio;07/20/2019;46889;5317167
Ohio;07/27/2019;45295;5317167
Ohio;8/3/2019;4379;5317167
Ohio;8/10/2019;43548;5317167
Ohio;08/17/2019;4225;5317167
Ohio;08/24/2019;41047;5317167
Ohio;08/31/2019;39315;5317167
Ohio;9/7/2019;37747;5317167
Ohio;09/14/2019;37349;5317167
Ohio;09/21/2019;36878;5317167
Ohio;09/28/2019;36395;5317167
Ohio;10/5/2019;386;5317167
Ohio;10/12/2019;39426;5327431
Ohio;10/19/2019;39564;5327431
Ohio;10/26/2019;4072;5327431
Ohio;11/2/2019;42883;5327431
Ohio;11/9/2019;42402;5327431
Ohio;11/16/2019;42777;5327431
Ohio;11/23/2019;46012;5327431
Ohio;11/30/2019;46844;5327431
Ohio;12/7/2019;52807;5327431
Ohio;12/14/2019;54811;5327431
Ohio;12/21/2019;57405;5327431
Ohio;12/28/2019;61801;5327431
Oklahoma;1/5/2019;14109;1539605
Oklahoma;1/12/2019;15339;1544089
Oklahoma;01/19/2019;14559;1544089
Oklahoma;01/26/2019;14668;1544089
Oklahoma;2/2/2019;14496;1544089
Oklahoma;2/9/2019;14393;1544089
Oklahoma;02/16/2019;1438;1544089
Oklahoma;02/23/2019;13797;1544089
Oklahoma;3/2/2019;14064;1544089
Oklahoma;3/9/2019;13858;1544089
Oklahoma;03/16/2019;13527;1544089
Oklahoma;03/23/2019;14217;1544089
Oklahoma;03/30/2019;13558;1544089
Oklahoma;4/6/2019;13647;1544089
Oklahoma;04/13/2019;13448;1549332
Oklahoma;04/20/2019;13531;1549332
Oklahoma;04/27/2019;13576;1549332
Oklahoma;5/4/2019;13792;1549332
Oklahoma;5/11/2019;1356;1549332
Oklahoma;05/18/2019;13508;1549332
Oklahoma;05/25/2019;13191;1549332
Oklahoma;6/1/2019;13404;1549332
Oklahoma;6/8/2019;14199;1549332
Oklahoma;06/15/2019;1455;1549332
Oklahoma;06/22/2019;14364;1549332
Oklahoma;06/29/2019;14544;1549332
Oklahoma;7/6/2019;14638;1549332
Oklahoma;07/13/2019;15233;1555668
Oklahoma;07/20/2019;15232;1555668
Oklahoma;07/27/2019;15072;1555668
Oklahoma;8/3/2019;149;1555668
Oklahoma;8/10/2019;15188;1555668
Oklahoma;08/17/2019;14707;1555668
Oklahoma;08/24/2019;14468;1555668
Oklahoma;08/31/2019;14283;1555668
Oklahoma;9/7/2019;14211;1555668
Oklahoma;09/14/2019;14351;1555668
Oklahoma;09/21/2019;14395;1555668
Oklahoma;09/28/2019;14386;1555668
Oklahoma;10/5/2019;14545;1555668
Oklahoma;10/12/2019;14579;1560077
Oklahoma;10/19/2019;15535;1560077
Oklahoma;10/26/2019;14912;1560077
Oklahoma;11/2/2019;15061;1560077
Oklahoma;11/9/2019;15187;1560077
Oklahoma;11/16/2019;14943;1560077
Oklahoma;11/23/2019;16394;1560077
Oklahoma;11/30/2019;15576;1560077
Oklahoma;12/7/2019;17751;1560077
Oklahoma;12/14/2019;16289;1560077
Oklahoma;12/21/2019;16444;1560077
Oklahoma;12/28/2019;16735;1560077
Oregon;1/5/2019;35424;1864210
Oregon;1/12/2019;34952;1872890
Oregon;01/19/2019;31577;1872890
Oregon;01/26/2019;30888;1872890
Oregon;2/2/2019;30858;1872890
Oregon;2/9/2019;3076;1872890
Oregon;02/16/2019;32285;1872890
Oregon;02/23/2019;33045;1872890
Oregon;3/2/2019;31812;1872890
Oregon;3/9/2019;34823;1872890
Oregon;03/16/2019;31989;1872890
Oregon;03/23/2019;30185;1872890
Oregon;03/30/2019;29086;1872890
Oregon;4/6/2019;30036;1872890
Oregon;04/13/2019;28636;1881622
Oregon;04/20/2019;27923;1881622
Oregon;04/27/2019;26846;1881622
Oregon;5/4/2019;26247;1881622
Oregon;5/11/2019;25361;1881622
Oregon;05/18/2019;24726;1881622
Oregon;05/25/2019;2456;1881622
Oregon;6/1/2019;24221;1881622
Oregon;6/8/2019;24735;1881622
Oregon;06/15/2019;2391;1881622
Oregon;06/22/2019;23953;1881622
Oregon;06/29/2019;24701;1881622
Oregon;7/6/2019;24516;1881622
Oregon;07/13/2019;27638;1891012
Oregon;07/20/2019;25882;1891012
Oregon;07/27/2019;24995;1891012
Oregon;8/3/2019;24565;1891012
Oregon;8/10/2019;24468;1891012
Oregon;08/17/2019;24455;1891012
Oregon;08/24/2019;23851;1891012
Oregon;08/31/2019;23491;1891012
Oregon;9/7/2019;23047;1891012
Oregon;09/14/2019;22429;1891012
Oregon;09/21/2019;22522;1891012
Oregon;09/28/2019;22449;1891012
Oregon;10/5/2019;21865;1891012
Oregon;10/12/2019;22325;1898680
Oregon;10/19/2019;22485;1898680
Oregon;10/26/2019;23131;1898680
Oregon;11/2/2019;22931;1898680
Oregon;11/9/2019;23337;1898680
Oregon;11/16/2019;23707;1898680
Oregon;11/23/2019;24448;1898680
Oregon;11/30/2019;24783;1898680
Oregon;12/7/2019;29632;1898680
Oregon;12/14/2019;27169;1898680
Oregon;12/21/2019;27734;1898680
Oregon;12/28/2019;28122;1898680
Pennsylvania;1/5/2019;128047;5720159
Pennsylvania;1/12/2019;14893;5738104
Pennsylvania;01/19/2019;132031;5738104
Pennsylvania;01/26/2019;135772;5738104
Pennsylvania;2/2/2019;132674;5738104
Pennsylvania;2/9/2019;146591;5738104
Pennsylvania;02/16/2019;135051;5738104
Pennsylvania;02/23/2019;140874;5738104
Pennsylvania;3/2/2019;13327;5738104
Pennsylvania;3/9/2019;139286;5738104
Pennsylvania;03/16/2019;130101;5738104
Pennsylvania;03/23/2019;134753;5738104
Pennsylvania;03/30/2019;117152;5738104
Pennsylvania;4/6/2019;117131;5738104
Pennsylvania;04/13/2019;100824;5754323
Pennsylvania;04/20/2019;100301;5754323
Pennsylvania;04/27/2019;93484;5754323
Pennsylvania;5/4/2019;9627;5754323
Pennsylvania;5/11/2019;89126;5754323
Pennsylvania;05/18/2019;90932;5754323
Pennsylvania;05/25/2019;88098;5754323
Pennsylvania;6/1/2019;92256;5754323
Pennsylvania;6/8/2019;89151;5754323
Pennsylvania;06/15/2019;94129;5754323
Pennsylvania;06/22/2019;98828;5754323
Pennsylvania;06/29/2019;110978;5754323
Pennsylvania;7/6/2019;109431;5754323
Pennsylvania;07/13/2019;114361;5770779
Pennsylvania;07/20/2019;114481;5770779
Pennsylvania;07/27/2019;116054;5770779
Pennsylvania;8/3/2019;111362;5770779
Pennsylvania;8/10/2019;114251;5770779
Pennsylvania;08/17/2019;111802;5770779
Pennsylvania;08/24/2019;114115;5770779
Pennsylvania;08/31/2019;107793;5770779
Pennsylvania;9/7/2019;98936;5770779
Pennsylvania;09/14/2019;91951;5770779
Pennsylvania;09/21/2019;85657;5770779
Pennsylvania;09/28/2019;85055;5770779
Pennsylvania;10/5/2019;83132;5770779
Pennsylvania;10/12/2019;83549;5787653
Pennsylvania;10/19/2019;82898;5787653
Pennsylvania;10/26/2019;8582;5787653
Pennsylvania;11/2/2019;85605;5787653
Pennsylvania;11/9/2019;88366;5787653
Pennsylvania;11/16/2019;88124;5787653
Pennsylvania;11/23/2019;93846;5787653
Pennsylvania;11/30/2019;9598;5787653
Pennsylvania;12/7/2019;103764;5787653
Pennsylvania;12/14/2019;118237;5787653
Pennsylvania;12/21/2019;119212;5787653
Pennsylvania;12/28/2019;117263;5787653
Puerto Rico;1/5/2019;15484;846539
Puerto Rico;1/12/2019;16674;840704
Puerto Rico;01/19/2019;1663;840704
Puerto Rico;01/26/2019;16249;840704
Puerto Rico;2/2/2019;15914;840704
Puerto Rico;2/9/2019;15546;840704
Puerto Rico;02/16/2019;15936;840704
Puerto Rico;02/23/2019;15457;840704
Puerto Rico;3/2/2019;16453;840704
Puerto Rico;3/9/2019;15778;840704
Puerto Rico;03/16/2019;15808;840704
Puerto Rico;03/23/2019;15353;840704
Puerto Rico;03/30/2019;15503;840704
Puerto Rico;4/6/2019;15524;840704
Puerto Rico;04/13/2019;14997;838379
Puerto Rico;04/20/2019;139;838379
Puerto Rico;04/27/2019;15003;838379
Puerto Rico;5/4/2019;14384;838379
Puerto Rico;5/11/2019;13818;838379
Puerto Rico;05/18/2019;13146;838379
Puerto Rico;05/25/2019;14108;838379
Puerto Rico;6/1/2019;13856;838379
Puerto Rico;6/8/2019;14049;838379
Puerto Rico;06/15/2019;15782;838379
Puerto Rico;06/22/2019;1779;838379
Puerto Rico;06/29/2019;18308;838379
Puerto Rico;7/6/2019;18337;838379
Puerto Rico;07/13/2019;1992;843431
Puerto Rico;07/20/2019;20736;843431
Puerto Rico;07/27/2019;20707;843431
Puerto Rico;8/3/2019;21009;843431
Puerto Rico;8/10/2019;20219;843431
Puerto Rico;08/17/2019;18437;843431
Puerto Rico;08/24/2019;18121;843431
Puerto Rico;08/31/2019;16802;843431
Puerto Rico;9/7/2019;16855;843431
Puerto Rico;09/14/2019;16872;843431
Puerto Rico;09/21/2019;17073;843431
Puerto Rico;09/28/2019;16433;843431
Puerto Rico;10/5/2019;16812;843431
Puerto Rico;10/12/2019;16838;848044
Puerto Rico;10/19/2019;17194;848044
Puerto Rico;10/26/2019;17312;848044
Puerto Rico;11/2/2019;17304;848044
Puerto Rico;11/9/2019;17932;848044
Puerto Rico;11/16/2019;17587;848044
Puerto Rico;11/23/2019;17729;848044
Puerto Rico;11/30/2019;16722;848044
Puerto Rico;12/7/2019;18031;848044
Puerto Rico;12/14/2019;17653;848044
Puerto Rico;12/21/2019;14709;848044
Puerto Rico;12/28/2019;13284;848044
Rhode Island;1/5/2019;11659;467599
Rhode Island;1/12/2019;11689;468635
Rhode Island;01/19/2019;11874;468635
Rhode Island;01/26/2019;11414;468635
Rhode Island;2/2/2019;1223;468635
Rhode Island;2/9/2019;12088;468635
Rhode Island;02/16/2019;1206;468635
Rhode Island;02/23/2019;11983;468635
Rhode Island;3/2/2019;13127;468635
Rhode Island;3/9/2019;11785;468635
Rhode Island;03/16/2019;118;468635
Rhode Island;03/23/2019;11497;468635
Rhode Island;03/30/2019;11026;468635
Rhode Island;4/6/2019;10112;468635
Rhode Island;04/13/2019;8866;469624
Rhode Island;04/20/2019;801;469624
Rhode Island;04/27/2019;9787;469624
Rhode Island;5/4/2019;7449;469624
Rhode Island;5/11/2019;6945;469624
Rhode Island;05/18/2019;6794;469624
Rhode Island;05/25/2019;6951;469624
Rhode Island;6/1/2019;6552;469624
Rhode Island;6/8/2019;6602;469624
Rhode Island;06/15/2019;6378;469624
Rhode Island;06/22/2019;6632;469624
Rhode Island;06/29/2019;7943;469624
Rhode Island;7/6/2019;8636;469624
Rhode Island;07/13/2019;9404;470608
Rhode Island;07/20/2019;9075;470608
Rhode Island;07/27/2019;8729;470608
Rhode Island;8/3/2019;8607;470608
Rhode Island;8/10/2019;8417;470608
Rhode Island;08/17/2019;8335;470608
Rhode Island;08/24/2019;8488;470608
Rhode Island;08/31/2019;8363;470608
Rhode Island;9/7/2019;6806;470608
Rhode Island;09/14/2019;5683;470608
Rhode Island;09/21/2019;5574;470608
Rhode Island;09/28/2019;5413;470608
Rhode Island;10/5/2019;5238;470608
Rhode Island;10/12/2019;5098;471911
Rhode Island;10/19/2019;5258;471911
Rhode Island;10/26/2019;5339;471911
Rhode Island;11/2/2019;5354;471911
Rhode Island;11/9/2019;5482;471911
Rhode Island;11/16/2019;5649;471911
Rhode Island;11/23/2019;596;471911
Rhode Island;11/30/2019;6158;471911
Rhode Island;12/7/2019;6668;471911
Rhode Island;12/14/2019;7275;471911
Rhode Island;12/21/2019;7794;471911
Rhode Island;12/28/2019;8327;471911
South Carolina;1/5/2019;18157;2012123
South Carolina;1/12/2019;19958;2028029
South Carolina;01/19/2019;18812;2028029
South Carolina;01/26/2019;17485;2028029
South Carolina;2/2/2019;17398;2028029
South Carolina;2/9/2019;16979;2028029
South Carolina;02/16/2019;16499;2028029
South Carolina;02/23/2019;16331;2028029
South Carolina;3/2/2019;15989;2028029
South Carolina;3/9/2019;1486;2028029
South Carolina;03/16/2019;14436;2028029
South Carolina;03/23/2019;14365;2028029
South Carolina;03/30/2019;14105;2028029
South Carolina;4/6/2019;14039;2028029
South Carolina;04/13/2019;13534;2042923
South Carolina;04/20/2019;13119;2042923
South Carolina;04/27/2019;13398;2042923
South Carolina;5/4/2019;13099;2042923
South Carolina;5/11/2019;12723;2042923
South Carolina;05/18/2019;13036;2042923
South Carolina;05/25/2019;13304;2042923
South Carolina;6/1/2019;13591;2042923
South Carolina;6/8/2019;14034;2042923
South Carolina;06/15/2019;14434;2042923
South Carolina;06/22/2019;14819;2042923
South Carolina;06/29/2019;15118;2042923
South Carolina;7/6/2019;15166;2042923
South Carolina;07/13/2019;16057;2058157
South Carolina;07/20/2019;15503;2058157
South Carolina;07/27/2019;16004;2058157
South Carolina;8/3/2019;15896;2058157
South Carolina;8/10/2019;15743;2058157
South Carolina;08/17/2019;15559;2058157
South Carolina;08/24/2019;15183;2058157
South Carolina;08/31/2019;1428;2058157
South Carolina;9/7/2019;13567;2058157
South Carolina;09/14/2019;14297;2058157
South Carolina;09/21/2019;13265;2058157
South Carolina;09/28/2019;13119;2058157
South Carolina;10/5/2019;13277;2058157
South Carolina;10/12/2019;13037;2070232
South Carolina;10/19/2019;13356;2070232
South Carolina;10/26/2019;13215;2070232
South Carolina;11/2/2019;13422;2070232
South Carolina;11/9/2019;13774;2070232
South Carolina;11/16/2019;13829;2070232
South Carolina;11/23/2019;14164;2070232
South Carolina;11/30/2019;13783;2070232
South Carolina;12/7/2019;15338;2070232
South Carolina;12/14/2019;14731;2070232
South Carolina;12/21/2019;15119;2070232
South Carolina;12/28/2019;15271;2070232
South Dakota;1/5/2019;2777;412446
South Dakota;1/12/2019;3022;413159
South Dakota;01/19/2019;3085;413159
South Dakota;01/26/2019;314;413159
South Dakota;2/2/2019;3283;413159
South Dakota;2/9/2019;3375;413159
South Dakota;02/16/2019;3352;413159
South Dakota;02/23/2019;3401;413159
South Dakota;3/2/2019;3346;413159
South Dakota;3/9/2019;3421;413159
South Dakota;03/16/2019;3312;413159
South Dakota;03/23/2019;3249;413159
South Dakota;03/30/2019;2922;413159
South Dakota;4/6/2019;2666;413159
South Dakota;04/13/2019;2127;414529
South Dakota;04/20/2019;1955;414529
South Dakota;04/27/2019;1673;414529
South Dakota;5/4/2019;1359;414529
South Dakota;5/11/2019;1183;414529
South Dakota;05/18/2019;1114;414529
South Dakota;05/25/2019;105;414529
South Dakota;6/1/2019;1117;414529
South Dakota;6/8/2019;1183;414529
South Dakota;06/15/2019;1017;414529
South Dakota;06/22/2019;1041;414529
South Dakota;06/29/2019;1044;414529
South Dakota;7/6/2019;967;414529
South Dakota;07/13/2019;1195;415624
South Dakota;07/20/2019;1117;415624
South Dakota;07/27/2019;1174;415624
South Dakota;8/3/2019;1137;415624
South Dakota;8/10/2019;1084;415624
South Dakota;08/17/2019;109;415624
South Dakota;08/24/2019;1038;415624
South Dakota;08/31/2019;876;415624
South Dakota;9/7/2019;812;415624
South Dakota;09/14/2019;825;415624
South Dakota;09/21/2019;846;415624
South Dakota;09/28/2019;804;415624
South Dakota;10/5/2019;804;415624
South Dakota;10/12/2019;785;416296
South Dakota;10/19/2019;792;416296
South Dakota;10/26/2019;856;416296
South Dakota;11/2/2019;863;416296
South Dakota;11/9/2019;944;416296
South Dakota;11/16/2019;1105;416296
South Dakota;11/23/2019;1294;416296
South Dakota;11/30/2019;1402;416296
South Dakota;12/7/2019;1717;416296
South Dakota;12/14/2019;2019;416296
South Dakota;12/21/2019;2361;416296
South Dakota;12/28/2019;2416;416296
Tennessee;1/5/2019;21362;3198199
Tennessee;1/12/2019;20964;3209282
Tennessee;01/19/2019;20313;3209282
Tennessee;01/26/2019;20121;3209282
Tennessee;2/2/2019;20243;3209282
Tennessee;2/9/2019;20014;3209282
Tennessee;02/16/2019;1979;3209282
Tennessee;02/23/2019;19576;3209282
Tennessee;3/2/2019;20041;3209282
Tennessee;3/9/2019;19103;3209282
Tennessee;03/16/2019;18153;3209282
Tennessee;03/23/2019;17699;3209282
Tennessee;03/30/2019;17614;3209282
Tennessee;4/6/2019;16781;3209282
Tennessee;04/13/2019;17942;3222597
Tennessee;04/20/2019;15172;3222597
Tennessee;04/27/2019;14715;3222597
Tennessee;5/4/2019;15562;3222597
Tennessee;5/11/2019;14554;3222597
Tennessee;05/18/2019;15247;3222597
Tennessee;05/25/2019;15825;3222597
Tennessee;6/1/2019;16966;3222597
Tennessee;6/8/2019;18681;3222597
Tennessee;06/15/2019;19297;3222597
Tennessee;06/22/2019;19459;3222597
Tennessee;06/29/2019;20118;3222597
Tennessee;7/6/2019;20367;3222597
Tennessee;07/13/2019;21734;3235868
Tennessee;07/20/2019;20652;3235868
